400;5745.75;1;1;0;0
401;5445.43;1;0;1;0
402;6145.16;1;0;0;1
403;5848.15;1;0;0;1
404;6187.84;1;1;0;0
405;5758.89;1;1;0;0
406;5555.5;1;0;1;0
407;5576.83;1;1;0;0
408;6513.7;1;0;0;1
409;6347.16;1;1;0;0
410;6253.23;1;1;0;0
411;5915.59;1;0;0;1
412;6174.24;1;1;0;0
413;6360.69;1;1;0;0
414;6496.98;1;1;0;0
415;6571.88;1;0;0;1
416;5808.63;1;0;0;1
417;6205;1;0;1;0
418;5843.01;1;1;0;0
419;5949.3;1;0;0;1
420;5237.73;1;0;0;1
421;6354.17;1;0;1;0
422;5527.6;1;0;1;0
423;6864.88;1;1;0;0
424;6396.3;1;0;0;1
425;5972.49;1;1;0;0
426;6114.25;1;0;0;1
427;5085.31;1;0;1;0
428;6194.93;1;1;0;0
429;6259;1;0;0;1
430;7072.67;1;1;0;0
431;5930.8;1;0;0;1
432;5585.44;1;0;1;0
433;5877.54;1;1;0;0
434;6369.41;1;1;0;0
435;7210.98;1;1;0;0
436;6972.4;1;0;0;1
437;5813.97;1;0;0;1
438;6160.76;1;1;0;0
439;6044.39;1;0;1;0
440;6300.43;1;0;1;0
441;5922.46;1;0;0;1
442;5712.39;1;0;1;0
443;6003.58;1;0;0;1
444;6679.45;1;1;0;0
445;5759.61;1;0;1;0
446;6375.79;1;1;0;0
447;6491.42;1;0;0;1
448;6518.32;1;0;1;0
449;6715.87;1;1;0;0
450;6785.53;1;0;0;1
451;6039.11;1;0;0;1
452;5810.05;1;0;0;1
453;5735.76;1;0;1;0
454;5850.79;1;0;1;0
455;6613.23;1;0;1;0
456;5645.53;1;0;0;1
457;5451.01;1;0;1;0
458;6064.46;1;0;1;0
459;5952.75;1;1;0;0
460;6910.29;1;1;0;0
461;5937.24;1;1;0;0
462;5989.41;1;1;0;0
463;5811.19;1;0;1;0
464;6238.2;1;0;0;1
465;5686.31;1;0;1;0
466;5413.47;1;0;0;1
467;6114.15;1;0;1;0
468;5855.78;1;0;0;1
469;6019.03;1;0;0;1
470;6545.14;1;0;1;0
471;6454.11;1;0;1;0
472;6011.4;1;0;0;1
473;5695.77;1;0;0;1
474;6974.74;1;1;0;0
475;6088.28;1;0;0;1
476;6422.37;1;1;0;0
477;6817.04;1;1;0;0
478;6530.82;1;0;0;1
479;6161;1;0;1;0
480;6354.56;1;0;1;0
481;5838.1;1;1;0;0
482;6647.82;1;0;0;1
483;5915.71;1;0;0;1
484;6296.98;1;1;0;0
485;5701.53;1;0;1;0
486;6267.96;1;0;0;1
487;6452.61;1;0;0;1
488;6530.83;1;1;0;0
489;5703.19;1;0;0;1
490;6506.82;1;1;0;0
491;5964.95;1;0;0;1
492;5331.89;1;1;0;0
493;6758.86;1;0;0;1
494;6293.45;1;0;1;0
495;6169.23;1;0;0;1
496;6129.5;1;0;1;0
497;5842.3;1;1;0;0
498;5214.7;1;1;0;0
499;5983.43;1;0;1;0
500;5779.01;1;0;0;1
501;6472.1;1;0;1;0
502;5817.39;1;0;0;1
503;5863.09;1;0;0;1
504;6057.97;1;0;0;1
505;5917.88;1;0;1;0
506;5546.73;1;0;1;0
507;6111.57;1;0;0;1
508;6124.44;1;0;0;1
509;5160.84;1;0;0;1
510;6639.35;1;1;0;0
511;5584.88;1;0;0;1
512;6020.28;1;0;1;0
513;5931.43;1;1;0;0
514;6641.69;1;0;1;0
515;5863.19;1;1;0;0
